Player id,Player,Goals,Position,Club,League,Age,Country,Domestic,
288824,Matteo DARMIAN,0,Defender,Torino FC,Italy,24,Italy,TRUE,
229051,Matthew SPIRANOVIC,0,Defender,Western Sydney Wanderers FC,Australia,25,Australia,TRUE,
379736,Matthias GINTER,0,Defender,SC Freiburg,Germany,20,Germany,TRUE,
359223,Mattia DE SCIGLIO,0,Defender,AC Milan,Italy,21,Italy,TRUE,
309420,Mattia PERIN,0,Goalkeeper,Genoa CFC,Italy,21,Italy,TRUE,
339117,Maty RYAN,0,Goalkeeper,Club Brugge KV,Belgium,22,Australia,FALSE,
228617,Mauricio ISLA,0,Defender,Juventus FC,Italy,26,Chile,FALSE,
201787,Mauricio PINILLA,0,Forward,Cagliari Calcio,Italy,30,Chile,FALSE,
353119,Max GRADEL,0,Midfielder,AS Saint-Etienne,France,26,Ivory Coast,FALSE,
184291,Maxi RODRIGUEZ,0,Midfielder,CA Newells Old Boys,Argentina,33,Argentina,TRUE,
286481,Maximiliano PEREIRA,0,Defender,SL Benfica,Portugal,30,Uruguay,FALSE,
302630,Maximo BANGUERA,0,Goalkeeper,Barcelona SC,Ecuador,28,Ecuador,TRUE,
207809,MAXWELL,0,Defender,Paris Saint-Germain FC,France,32,Brazil,FALSE,
271253,Maya YOSHIDA,0,Defender,Southampton FC,England,25,Japan,FALSE,
213879,Maynor FIGUEROA,0,Defender,Hull City FC,England,31,Honduras,FALSE,
321682,Medhi LACEN,0,Midfielder,Getafe CF,Spain,30,Algeria,FALSE,
354873,Mehdi MOSTEFA,0,Midfielder,AC Ajaccio,France,30,Algeria,FALSE,
267344,Mehrdad POOLADI,0,Defender,Perspolis FC,Iran,27,Iran,TRUE,
299904,Mensur MUJDZA,0,Midfielder,SC Freiburg,Germany,30,Bosnia & Herzegovina,FALSE,
349574,Michael ARROYO,0,Midfielder,Atlante FC,Mexico,27,Ecuador,FALSE,
312014,Michael BABATUNDE,0,Forward,FC Volyn Lutsk,Ukraine,21,Nigeria,FALSE,
271182,Michael BARRANTES,0,Midfielder,Aalesunds FK,Norway,30,Costa Rica,FALSE,
233531,Michael BRADLEY,0,Midfielder,Toronto FC,Canada,26,USA,FALSE,
175524,Michael ESSIEN,0,Midfielder,AC Milan,Italy,31,Ghana,FALSE,
356407,Michael LANG,0,Defender,Grasshopper Club,Switzerland,23,Switzerland,TRUE,
208120,Michael UMANA,0,Defender,Deportivo Saprissa,Costa Rica,31,Costa Rica,TRUE,
254089,Michel VORM,0,Goalkeeper,Swansea City AFC,England,30,Netherlands,FALSE,
182021,Mickael LANDREAU,0,Goalkeeper,SC Bastia,France,35,France,TRUE,
371044,Miguel LAYUN,0,Defender,Club America,Mexico,25,Mexico,TRUE,
350129,Miguel PONCE,0,Defender,Deportivo Toluca FC,Mexico,25,Mexico,TRUE,
200201,MIGUEL VELOSO,0,Midfielder,FC Dynamo Kyiv,Ukraine,28,Portugal,FALSE,
379894,Miiko ALBORNOZ,0,Defender,Malmo FF,Sweden,23,Chile,FALSE,
356933,Mitch LANGERAK,0,Goalkeeper,Borussia Dortmund,Germany,25,Australia,FALSE,
312672,Mix DISKERUD,0,Midfielder,Rosenborg BK,Norway,23,USA,FALSE,
305708,Mohamed ZEMMAMOUCHE,0,Goalkeeper,USM Alger,Algeria,29,Algeria,TRUE,
311850,Mohammed RABIU,0,Midfielder,Kuban Krasnodar,Russia,24,Ghana,FALSE,
290825,Moussa DEMBELE,0,Midfielder,Tottenham Hotspur FC,England,26,Belgium,FALSE,
235097,Mubarak WAKASO,0,Midfielder,FC Rubin Kazan,Russia,23,Ghana,FALSE,
358101,Muhamed BESIC,0,Midfielder,Ferencvarosi TC,Hungary,21,Bosnia & Herzegovina,FALSE,
379939,Nabil BENTALEB,0,Midfielder,Tottenham Hotspur FC,England,19,Algeria,FALSE,
367261,Nabil GHILAS,0,Forward,FC Porto,Portugal,24,Algeria,FALSE,
358108,Nacer CHADLI,0,Midfielder,Tottenham Hotspur FC,England,24,Belgium,FALSE,
184982,Nick RIMANDO,0,Goalkeeper,Real Salt Lake,USA,35,USA,TRUE,
305378,Nicolas LODEIRO,0,Midfielder,Botafogo FR,Brazil,25,Uruguay,FALSE,
216874,Nicolas LOMBAERTS,0,Defender,FC Zenit St. Petersburg,Russia,29,Belgium,FALSE,
290931,Nicolas NKOULOU,0,Defender,Olympique Marseille,France,24,Cameroon,FALSE,
216964,Nigel DE JONG,0,Midfielder,AC Milan,Italy,29,Netherlands,FALSE,
316117,Nikica JELAVIC,0,Forward,Hull City FC,England,28,Croatia,FALSE,
178185,Noel VALLADARES,0,Goalkeeper,CD Olimpia,Honduras,37,Honduras,TRUE,
315429,Ogenyi ONAZI,0,Midfielder,SS Lazio,Italy,21,Nigeria,FALSE,
359995,Ognjen VRANJES,0,Defender,Elazigspor,Turkey,24,Bosnia & Herzegovina,FALSE,
297377,Ognjen VUKOJEVIC,0,Midfielder,FC Dynamo Kyiv,Ukraine,30,Croatia,FALSE,
306900,Okechukwu UCHEBO,0,Forward,Cercle Brugge,Belgium,24,Nigeria,FALSE,
358891,Oleg SHATOV,0,Midfielder,FC Zenit St. Petersburg,Russia,23,Russia,TRUE,
312234,Oliver BOZANIC,0,Midfielder,FC Luzern,Switzerland,25,Australia,FALSE,
369026,Oliver ZELENIKA,0,Goalkeeper,NK Lokomotiva Zagreb,Croatia,21,Croatia,TRUE,
234405,Omar GONZALEZ,0,Defender,Los Angeles Galaxy,USA,25,USA,TRUE,
228328,Orestis KARNEZIS,0,Goalkeeper,Granada CF,Spain,28,Greece,FALSE,
275793,Oscar BAGUI,0,Defender,CS Emelec,Ecuador,31,Ecuador,TRUE,
301165,Oscar GRANADOS,0,Midfielder,CS Herediano,Costa Rica,28,Costa Rica,TRUE,
297230,Osman CHAVEZ,0,Defender,Qingdao Jonoon FC,China,29,Honduras,FALSE,
184545,Oswaldo MINDA,0,Midfielder,CD Chivas,USA,30,Ecuador,FALSE,
291332,Ousmane DIARRASSOUBA,0,Defender,Caykur Rizespor,Turkey,27,Ivory Coast,FALSE,
182379,Pablo ZABALETA,0,Defender,Manchester City FC,England,29,Argentina,FALSE,
360111,Panagiotis GLYKOS,0,Goalkeeper,PAOK FC,Greece,27,Greece,TRUE,
360109,Panagiotis KONE,0,Midfielder,Bologna FC,Italy,26,Greece,FALSE,
319413,Panagiotis TACHTSIDIS,0,Midfielder,Torino FC,Italy,23,Greece,FALSE,
207761,PARK Chuyoung,0,Forward,Watford FC,England,28,South Korea,FALSE,
291398,PARK Jongwoo,0,Midfielder,Guangzhou R&F FC,China,25,South Korea,FALSE,
268411,PARK Jooho,0,Defender,FSV Mainz 05,Germany,27,South Korea,FALSE,
212246,Patrice EVRA,0,Defender,Manchester United FC,England,33,France,FALSE,
214874,Patrick PEMBERTON,0,Goalkeeper,LD Alajuelense,Costa Rica,32,Costa Rica,TRUE,
289195,Paul AGUILAR,0,Defender,Club America,Mexico,28,Mexico,TRUE,
254091,Paul VERHAEGH,0,Defender,FC Augsburg,Germany,30,Netherlands,FALSE,
362727,PAULINHO,0,Midfielder,Tottenham Hotspur FC,England,25,Brazil,FALSE,
297383,Pavel MOGILEVETC,0,Midfielder,FC Rubin Kazan,Russia,21,Russia,TRUE,
318601,Pedro RODRIGUEZ,0,Forward,FC Barcelona,Spain,26,Spain,TRUE,
251481,Pejman MONTAZERI,0,Defender,Umm Salal SC,Qatar,30,Iran,FALSE,
275931,PEPE,0,Defender,Real Madrid CF,Spain,31,Portugal,FALSE,
175413,Pepe REINA,0,Goalkeeper,SSC Napoli,Italy,31,Spain,FALSE,
207888,Per MERTESACKER,0,Defender,Arsenal FC,England,29,Germany,FALSE,
299960,Phil JAGIELKA,0,Defender,Everton FC,England,31,England,TRUE,
358009,Phil JONES,0,Defender,Manchester United FC,England,22,England,TRUE,
196748,Philipp LAHM,0,Midfielder,FC Bayern Muenchen,Germany,30,Germany,TRUE,
209989,Philippe SENDEROS,0,Defender,Valencia CF,Spain,29,Switzerland,FALSE,
214135,Pierre WEBO,0,Forward,Fenerbahce SK,Turkey,32,Cameroon,FALSE,
368708,RAFA,0,Forward,Sporting Braga,Portugal,21,Portugal,TRUE,
336043,Raheem STERLING,0,Midfielder,Liverpool FC,England,19,England,TRUE,
298516,Rahman AHMADI,0,Goalkeeper,Sepahan FC,Iran,33,Iran,TRUE,
323326,Rais MBOLHI,0,Goalkeeper,CSKA Sofia,Bulgaria,28,Algeria,FALSE,
298959,RAMIRES,0,Midfielder,Chelsea FC,England,27,Brazil,FALSE,
315436,Ramon AZEEZ,0,Midfielder,UD Almeria,Spain,21,Nigeria,FALSE,
237058,Randall BRENES,0,Forward,CSD Cartagines,Costa Rica,30,Costa Rica,TRUE,
359440,Raphael VARANE,0,Defender,Real Madrid CF,Spain,21,France,FALSE,
370469,Rashid SUMAILA,0,Defender,Mamelodi Sundowns FC,South Africa,21,Ghana,FALSE,
216820,Raul ALBIOL,0,Defender,SSC Napoli,Italy,28,Spain,FALSE,
356731,Raul JIMENEZ,0,Forward,Club America,Mexico,23,Mexico,TRUE,
210214,RAUL MEIRELES,0,Midfielder,Fenerbahce SK,Turkey,31,Portugal,FALSE,
248373,Remy Cabella,0,Forward,Montpellier HSC,France,24,France,TRUE,
216642,Reto ZIEGLER,0,Defender,US Sassuolo,Italy,28,Switzerland,FALSE,
353379,Reza HAGHIGHI,0,Midfielder,Perspolis FC,Iran,25,Iran,TRUE,
349631,Ricardo ALVAREZ,0,Midfielder,FC Internazionale,Italy,26,Argentina,FALSE,
210212,RICARDO COSTA,0,Defender,Valencia CF,Spain,33,Portugal,FALSE,
313559,Ricardo RODRIGUEZ,0,Defender,VfL Wolfsburg,Germany,21,Switzerland,FALSE,
373224,Rickie LAMBERT,0,Forward,Southampton FC,England,32,England,TRUE,
214571,Rio MAVUBA,0,Midfielder,Lille OSC,France,30,France,TRUE,
379942,Riyad MAHREZ,0,Forward,Leicester City FC,England,23,Algeria,FALSE,
319482,Rodrigo MUNOZ,0,Goalkeeper,Club Libertad,Paraguay,32,Uruguay,FALSE,
230739,Rodrigo PALACIO,0,Forward,FC Internazionale,Italy,32,Argentina,FALSE,
304934,Roger ESPINOZA,0,Midfielder,Wigan Athletic FC,England,27,Honduras,FALSE,
356676,Roman BUERKI,0,Goalkeeper,Grasshopper Club,Switzerland,23,Switzerland,TRUE,
195223,Roman WEIDENFELLER,0,Goalkeeper,Borussia Dortmund,Germany,33,Germany,TRUE,
216715,Ron VLAAR,0,Defender,Aston Villa FC,England,29,Netherlands,FALSE,
302381,Ron-Robert ZIELER,0,Goalkeeper,Hannover 96,Germany,25,Germany,TRUE,
369990,Rony MARTINEZ,0,Forward,CD Real Sociedad,Honduras,26,Honduras,TRUE,
369392,Ross BARKLEY,0,Midfielder,Everton FC,England,20,England,TRUE,
183798,Roy MILLER,0,Defender,New York Red Bulls,USA,29,Costa Rica,FALSE,
299064,RUBEN AMORIM,0,Midfielder,SL Benfica,Portugal,29,Portugal,TRUE,
356710,Ruben GABRIEL,0,Midfielder,KV Waasland-Beveren,Belgium,23,Nigeria,FALSE,
269768,RUI PATRICIO,0,Goalkeeper,Sporting CP,Portugal,26,Portugal,TRUE,
306410,Ryan McGOWAN,0,Defender,Shandong Luneng Taishan FC,China,24,Australia,FALSE,
216970,Salomon KALOU,0,Forward,Lille OSC,France,28,Ivory Coast,FALSE,
298655,Salvatore SIRIGU,0,Goalkeeper,Paris Saint-Germain FC,France,27,Italy,FALSE,
359375,SAMMIR,0,Midfielder,Getafe CF,Spain,27,Croatia,FALSE,
380663,Sammy BOSSUT,0,Goalkeeper,SV Zulte Waregem,Belgium,28,Belgium,TRUE,
370438,Sammy NDJOCK,0,Goalkeeper,Fethiyespor,Turkey,24,Cameroon,FALSE,
170667,Samuel ETOO,0,Forward,Chelsea FC,England,33,Cameroon,FALSE,
238381,Samuel INKOOM,0,Defender,FC Platanias,Greece,25,Ghana,FALSE,
297705,Santi CAZORLA,0,Midfielder,Arsenal FC,England,29,Spain,FALSE,
315614,Santiago ARIAS,0,Defender,PSV Eindhoven,Netherlands,22,Colombia,FALSE,
336434,Morgan SCHNEIDERLIN,,Midfielder,Southampton FC,England,24,France,FALSE,
366573,Saphir TAIDER,0,Midfielder,FC Internazionale,Italy,22,Algeria,FALSE,
380004,Sayouba MANDE,0,Goalkeeper,Stabaek IF,Norway,21,Ivory Coast,FALSE,
376230,Sead KOLASINAC,0,Defender,FC Schalke 04,Germany,20,Bosnia & Herzegovina,FALSE,
305382,Sebastian COATES,0,Defender,Club Nacional de Football,Uruguay,23,Uruguay,TRUE,
300407,Sejad SALIHOVIC,0,Midfielder,TSG 1899 Hoffenheim,Germany,29,Bosnia & Herzegovina,FALSE,
358099,Senad LULIC,0,Midfielder,SS Lazio,Italy,28,Bosnia & Herzegovina,FALSE,
300402,Senijad IBRICIC,0,Midfielder,Kayseri Erciyesspor,Turkey,28,Bosnia & Herzegovina,FALSE,
370522,Serge AURIER,0,Defender,Toulouse FC,France,21,Ivory Coast,FALSE,
186787,Sergey IGNASHEVICH,0,Defender,CSKA Moscow,Russia,34,Russia,TRUE,
367333,Sergey RYZHIKOV,0,Goalkeeper,FC Rubin Kazan,Russia,33,Russia,TRUE,
228528,Sergio AGUERO,0,Forward,Manchester City FC,England,26,Argentina,FALSE,
303034,Sergio BUSQUETS,0,Midfielder,FC Barcelona,Spain,25,Spain,TRUE,
216814,Sergio RAMOS,0,Defender,Real Madrid CF,Spain,28,Spain,TRUE,
266783,Sergio ROMERO,0,Goalkeeper,AS Monaco,France,27,Argentina,FALSE,
268596,Shinji KAGAWA,0,Forward,Manchester United FC,England,25,Japan,FALSE,
352394,Shkodran MUSTAFI,0,Defender,UC Sampdoria,Italy,22,Germany,FALSE,
186455,Shola AMEOBI,0,Forward,Newcastle United FC,England,32,Nigeria,FALSE,
321734,Shuichi GONDA,0,Goalkeeper,FC Tokyo,Japan,25,Japan,TRUE,
214581,Shusaku NISHIKAWA,0,Goalkeeper,Urawa Red Diamonds,Japan,28,Japan,TRUE,
336485,Sime VRSALJKO,0,Defender,Genoa CFC,Italy,22,Croatia,FALSE,
298738,Simon MIGNOLET,0,Goalkeeper,Liverpool FC,England,26,Belgium,FALSE,
207946,Souleymane BAMBA,0,Defender,Trabzonspor,Turkey,29,Ivory Coast,FALSE,
362645,Stefanos KAPINO,0,Goalkeeper,Panathinaikos FC,Greece,20,Greece,TRUE,
196605,Stephan LICHTSTEINER,0,Defender,Juventus FC,Italy,30,Switzerland,FALSE,
200935,Stephane MBIA,0,Midfielder,Sevilla FC,Spain,28,Cameroon,FALSE,
359448,Stephane RUFFIER,0,Goalkeeper,AS Saint-Etienne,France,27,France,TRUE,
323574,Stephen ADAMS,0,Goalkeeper,Aduana Stars,Ghana,24,Ghana,TRUE,
196620,Steve VON BERGEN,0,Defender,BSC Young Boys,Switzerland,31,Switzerland,TRUE,
379889,Steven BEITASHOUR,0,Defender,Vancouver Whitecaps FC,Canada,27,Iran,FALSE,
290824,Steven DEFOUR,0,Midfielder,FC Porto,Portugal,26,Belgium,FALSE,
214961,Steven GERRARD,0,Midfielder,Liverpool FC,England,34,England,TRUE,
179048,Stipe PLETIKOSA,0,Goalkeeper,FC Rostov,Russia,35,Croatia,FALSE,
183000,Sulley MUNTARI,0,Midfielder,AC Milan,Italy,29,Ghana,FALSE,
367558,Sylvain GBOHOUO,0,Goalkeeper,Sewe Sport,Ivory Coast,25,Ivory Coast,TRUE,
336085,Terence KONGOLO,0,Defender,Feyenoord Rotterdam,Netherlands,20,Netherlands,TRUE,
230517,Theofanis GEKAS,0,Forward,Konyaspor,Turkey,34,Greece,FALSE,
175689,THIAGO MOTTA,0,Midfielder,Paris Saint-Germain FC,France,31,Italy,FALSE,
358106,Thibaut COURTOIS,0,Goalkeeper,Atletico Madrid,Spain,22,Belgium,FALSE,
216880,Thomas VERMAELEN,0,Defender,Arsenal FC,England,28,Belgium,FALSE,
178420,Tim HOWARD,0,Goalkeeper,Everton FC,England,35,USA,FALSE,
232760,Tim KRUL,0,Goalkeeper,Newcastle United FC,England,26,Netherlands,FALSE,
365556,Timmy CHANDLER,0,Defender,1. FC Nuernberg,Germany,24,USA,FALSE,
379808,Tino Sven SUSIC,0,Midfielder,HNK Hajduk Split,Croatia,22,Bosnia & Herzegovina,FALSE,
290864,Toby ALDERWEIRELD,0,Defender,Atletico Madrid,Spain,25,Belgium,FALSE,
306424,Tommy OAR,0,Midfielder,FC Utrecht,Netherlands,22,Australia,FALSE,
359993,Toni SUNJIC,0,Defender,FC Zorya Lugansk,Ukraine,25,Bosnia & Herzegovina,FALSE,
268911,Toshihiro AOYAMA,0,Midfielder,Sanfrecce Hiroshima,Japan,28,Japan,TRUE,
209979,Tranquillo BARNETTA,0,Midfielder,Eintracht Frankfurt,Germany,29,Switzerland,FALSE,
338673,Uche NWOFOR,0,Forward,SC Heerenveen,Netherlands,22,Nigeria,FALSE,
267647,Uwa ECHIEJILE,0,Defender,AS Monaco,France,26,Nigeria,FALSE,
297331,Valentin STOCKER,0,Midfielder,FC Basel,Switzerland,25,Switzerland,TRUE,
216627,Valon BEHRAMI,0,Midfielder,SSC Napoli,Italy,29,Switzerland,FALSE,
215471,Vangelis MORAS,0,Defender,Hellas Verona FC,Italy,32,Greece,FALSE,
228336,Vasileios TOROSIDIS,0,Defender,AS Roma,Italy,29,Greece,FALSE,
186793,Vasily BEREZUTSKIY,0,Defender,CSKA Moscow,Russia,32,Russia,TRUE,
297373,Vedran CORLUKA,0,Defender,FC Lokomotiv Moscow,Russia,28,Croatia,FALSE,
309426,VICTOR,0,Goalkeeper,Atletico Mineiro,Brazil,31,Brazil,TRUE,
213878,Victor BERNARDEZ,0,Defender,San Jose Earthquakes,USA,32,Honduras,FALSE,
300235,Victor FAYZULIN,0,Midfielder,FC Zenit St. Petersburg,Russia,28,Russia,TRUE,
349517,Victor IBARBO,0,Forward,Cagliari Calcio,Italy,24,Colombia,FALSE,
274090,Victor MOSES,0,Forward,Liverpool FC,England,23,Nigeria,FALSE,
200205,VIEIRINHA,0,Forward,VfL Wolfsburg,Germany,28,Portugal,FALSE,
323698,Vincent ABOUBAKAR,0,Forward,FC Lorient,France,22,Cameroon,FALSE,
189300,Vincent ENYEAMA,0,Goalkeeper,Lille OSC,France,31,Nigeria,FALSE,
216004,Vincent KOMPANY,0,Defender,Manchester City FC,England,28,Belgium,FALSE,
358046,Vladimir GRANAT,0,Defender,FC Dynamo Moscow,Russia,27,Russia,TRUE,
184447,Walter AYOVI,0,Midfielder,CF Pachuca,Mexico,34,Ecuador,FALSE,
276131,Walter GARGANO,0,Midfielder,Parma FC,Italy,29,Uruguay,FALSE,
379974,Waylon FRANCIS,0,Defender,Columbus Crew,USA,23,Costa Rica,FALSE,
376349,WILLIAM,0,Midfielder,Sporting CP,Portugal,22,Portugal,TRUE,
218306,WILLIAN,0,Midfielder,Chelsea FC,England,25,Brazil,FALSE,
209827,Wilson PALACIOS,0,Midfielder,Stoke City FC,England,29,Honduras,FALSE,
177855,Xavi HERNANDEZ,0,Midfielder,FC Barcelona,Spain,34,Spain,TRUE,
319460,Yann SOMMER,0,Goalkeeper,FC Basel,Switzerland,25,Switzerland,TRUE,
177768,Yasuhito ENDO,0,Midfielder,Gamba Osaka,Japan,34,Japan,TRUE,
184373,Yasuyuki KONNO,0,Defender,Gamba Osaka,Japan,31,Japan,TRUE,
198106,Yaya TOURE,0,Midfielder,Manchester City FC,England,31,Ivory Coast,FALSE,
307541,Yeltsin TEJEDA,0,Midfielder,Deportivo Saprissa,Costa Rica,22,Costa Rica,TRUE,
358013,Yohan CABAYE,0,Midfielder,Paris Saint-Germain FC,France,28,France,TRUE,
275096,Yoichiro KAKITANI,0,Forward,Cerezo Osaka,Japan,24,Japan,TRUE,
180936,Yoshito OKUBO,0,Forward,Kawasaki Frontale,Japan,32,Japan,TRUE,
274283,YUN Sukyoung,0,Defender,Queens Park Rangers FC,England,24,South Korea,FALSE,
367343,Yury LODYGIN,0,Goalkeeper,FC Zenit St. Petersburg,Russia,24,Russia,TRUE,
216432,Yury ZHIRKOV,0,Forward,FC Dynamo Moscow,Russia,30,Russia,TRUE,
291372,Yuto NAGATOMO,0,Defender,FC Internazionale,Italy,27,Japan,FALSE,
275136,Yuya OSAKO,0,Forward,TSV 1860 Muenchen,Germany,24,Japan,FALSE,
216071,Zvjezdan MISIMOVIC,0,Midfielder,Guizhou Renhe FC,China,32,Bosnia & Herzegovina,FALSE,
